brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price
Lenovo,Thinkpad T480,14 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Pro,Fingerprint Reader,Integrated,,,4.1,$219.00 
ASUS,ProArt StudioBook 16,16 Inches,Mineral Black,32 GB,Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4060,,2.5,"$2,199.00 "
ASUS,Zenbook Pro 14 Duo,14.5 Inches,Tech Black,1 TB,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4050,,4.1,"$2,299.99 "
ASUS,VivoBook 16,16 Inches,Indie Black,512 GB,Ryzen 5,8 GB,Windows 11 Home,Fingerprint Sensor,Integrated,,,4.6,$561.00 
Lenovo,"Lenovo 14"" Laptop",14 Inches,Gray,256 GB,Pentium,4 GB,Windows 11,,Integrated,Intel,,4.2,$181.99 
MSI,Vector GP68HX 13VH-098US,16 Inches,Cosmo Gray,1 TB,Core i9,16 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4080,,5,"$2,091.05 "
ASUS,ASUS ZenBook Pro 16,16 Inches,Tech Black,2 TB,Core i9,32 GB,Windows 11 Pro,Fingerprint reader,RTX 3060,,,4.2,"$2,499.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
HP,Chromebook 11a,11.6 Inches,Ash Gray,,MediaTek MT8183,4 GB,Chrome OS,Anti Glare Coating,Integrated,MediaTek,,4.4,$160.00 
ASUS,ASUS VivoBook Go 14,14 Inches,Quiet Blue,64 GB,Celeron,4 GB,Windows 11 Home S,,Integrated,Intel UHD Graphics,,4.1,$231.85 
HP,HP Pavilion,14 Inches,Gold,256 GB,Intel Core i5-1135G7,8 GB,Windows 11,Fingerprint Reader,Integrated,,,4.5,$514.99 
ASUS,ASUS ZenBook Pro Duo 15,15.6 Inches,Celestial Blue,1 TB,Core i9,32 GB,Windows 10 Pro,Backlit Keyboard,RTX 3060,,,4.6,"$2,849.00 "
HP,,15.6 Inches,Silver,1000 GB,Intel Core i3,32 GB,Windows 11,,Integrated,Intel,3 GHz,4.7,$579.99 
Asus,ASUS BR1100,11.6 Inches,Dark Grey,64 GB,Celeron,4 GB,Windows 10 Pro,Anti Glare Coating,Integrated,,,4.1,$279.99 
Lenovo,Lenovo Ideapad,15.6 Inches,Gray,256 GB,Intel Core i5-1135G7,12 GB,Windows 11 Home,FHD Touch Screen,Integrated,,,4.3,$561.99 
Lenovo,Lenovo Yoga 7i,16 Inches,Gray,256 GB,Intel Core i5,8 GB,Windows 11 Home,Backlit Keyboard,Integrated,,,4.1,$682.00 
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 
Dell,Inspiron 14 5425,14 Inches,Pebble Green,512 GB,AMD Ryzen 7,8 GB,Windows 11 Pro,Anti-glare,AMD Radeon Graphics,,,4.1,$542.95 
LENOVO,ThinkPad,14 Inches,Black,512 GB,Intel Core i7,16 GB,Windows 10 Pro,"Fingerprint Reader, HD Audio, Spill resistant, High Definition Audio, Anti Glare Coating",Integrated,,,4.2,"$1,249.00 "
SAMSUNG,Galaxy Chromebook,13.3 Inches,Fiesta Red,256 GB,Core i5-10210U,8 GB,Chrome OS,Support Stylus,Integrated,,,4.2,$643.00 
acer,CB317-1H-C6RK,17.3 Inches,Silver,128 GB,Celeron N,4 GB,Chrome OS,Numeric Keypad,Integrated,,,3.5,$328.67 
Dell,Inspiron 15 3530,15.6 Inches,Black,2 TB,Core i7 Family,64 GB,Windows 11 Home,,Integrated,Intel Iris Xe Graphics,,4.2,"$1,000.00 "
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
LG,15Z90RT-K.ADB9U1,16 Inches,Neptune Blue,2 TB,Intel Core i7,32 GB,Windows 11 Home,,Integrated,Intel Iris,,4.7,"$1,899.00 "
acer,A514-56M-576D,14 Inches,Gray,512 GB,Core i5,8 GB,Windows 11 Home,Backlit Keyboard,Integrated,,,,$499.99 
Dell,Inspiron 5620 Laptop,16 Inches,"Gray, Platinum Silver",1000 GB,Core i7,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,"$1,020.33 "
HP,17-cn0003dx,17.3 Inches,Silver,1000 GB,Intel Core i3,32 GB,Windows 11,,Integrated,Intel,,4,$619.99 
Lenovo,e15,13 Inches,Black,256 GB,8032,8 GB,Windows 10 Pro,Anti-glare,Integrated,,,4.5,$799.00 
Dell,XPS 13 9315,13.4 Inches,Sky,1 TB,Core i7,32 GB,Windows 11 Pro,"Backlit Kb,Fingerprint",Integrated,,,2.8,"$1,126.85 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Lenovo,82XQ001GUS,15.6 Inches,,256 GB,AMD Ryzen 3 2300X,8 GB,Windows 11 Home,,Integrated,AMD Radeon 610M,2.4 GHz,5,$499.00 
Lenovo,Lenovo ideapad Flex 5,14 Inches,Graphite Grey,256 GB,Ryzen 5 5500U,16 GB,Windows 11,Fingerprint reader,Integrated,,,4.4,$622.04 
Dell,Latitude,15.6 Inches,,256 GB,Core i5,8 GB,Windows 11 Pro,Anti-glare Screen,Integrated,Intel,,5,$748.47 
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
ASUS,ASUS ZenBook Pro Duo 15,15.6 Inches,,1 TB,Core i7,16 GB,,Nanoedge,RTX 3070Ti,NVIDIA GeForce RTX 3070,4.7 GHz,4.4,"$2,499.99 "
Dell,XPS 13 9320,13.4 Inches,Platinum,1 TB,Core i7,16 GB,Windows 11 Pro,"Backlit Kb,Fingerprint",Integrated,,,5,"$1,305.17 "
Razer,Blade 15,15.6 Inches,Black with illuminated Razer Logo,1 TB,Intel Core i7 12800H,16 GB,Windows 11 Home,Anti Glare Coating,RTX 3070 Ti,,,4.2,"$1,659.68 "
HP,HP Notebook 15-dy1731ms,15.6 Inches,Silver,128 GB,Intel Core i3,8 GB,Windows 10,Stereo Speakers,Integrated,,,4.5,$377.00 
Lenovo,Newest Flagship Lenovo Chromebook,14 Inches,Abyss Blue,64 GB,Cortex,4 GB,Chrome OS,,Integrated,Integrated ARM Mali-G52 2EE MC2 GPU,,4.2,$299.00 
DELL,Latitude 5530,15.6 Inches,Grey,1 TB,Core i5 Family,32 GB,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,,5,$939.99 
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
acer,AN16-41-R5KC,16 Inches,Black,1 TB,Ryzen 9,16 GB,Windows 11 Home,"Backlit Keyboard, Memory Card Slot",Dedicated,,,5,"$1,649.99 "
ASUS,Zephyrus Duo,16 Inches,Black,2 TB,Ryzen 9,32 GB,Windows 11 Pro,Anti Glare Coating,Dedicated,,,3.5,"$3,849.99 "
ASUS,ASUS Laptop L210,11.6 Inches,Star Black,64 GB,Celeron,4 GB,Windows 11 S,,Integrated,,2.8 GHz,4,$252.54 
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
HP,Pavilion X360,14 Inches,Gold,256 GB,Core i5-1130G7,8 GB,Windows 11 Home,Fingerprint Reader,Integrated,,,4.6,$499.99 
LG,16Z90Q-R.AAS8U1,16 Inches,Gray,1 TB,Core i7,16 GB,Windows 11 Home,,RTX2050,Intel Iris Xe Graphics,,4.5,"$1,612.99 "
SAMSUNG,Samsung Chromebook,12.2 Inches,Light Titan,32 GB,Celeron,4 GB,Chrome OS,Pen,Integrated,,,4.5,$447.95 
LENOVO,IdeaPad,15.6 Inches,Grey,1 TB,Core i3,20 GB,Windows 11 Home,Numeric Keypad,Integrated,,,4.4,$487.00 
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Lenovo,2022,13.3 Inches,Graphite Grey,,Others,4 GB,Chrome OS,Anti Glare Coating,Integrated,Intel Integrated Graphics,,4.1,$433.99 
HP,6M0Z7UA#ABA,15.6 Inches,,512 GB,Intel Core i5-1135G7,16 GB,Windows 11 Home,,Integrated,,2.4 GHz,4.3,$520.00 
LG,17Z90R-K.AAB8U1,17 Inches,Black,1 TB,Intel Core i7,16 GB,Windows 11 Home,Anti-glare,Integrated,,,4,"$1,399.99 "
Dell,Latitude,15.6 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,Information Not Available,Integrated,,,5,"$1,428.96 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Dell,Alienware X15 R2 Laptop,15.6 Inches,Lunar Light,512 GB,Core i7,16 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3060,,,"$1,749.33 "
HP,HP Pavilion x360,14 Inches,Silver,512 GB,Core i5,8 GB,Windows 11 Home,"Fingerprint Reader, Backlit Keyboard",Integrated,,,4.2,$608.00 
LG,16Z90R-A.ADB9U1,16 Inches,Black,2 TB,Intel Core i7,32 GB,Windows 11 Home,Anti-glare,Dedicated,,,4.1,"$1,896.99 "
ASUS,TUF Gaming F15,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Home,,Dedicated,,4.5 GHz,4.3,$999.00 
Asus,Vivobook,14 Inches,Grey,256 GB,Core i3,8 GB,Windows 11,Backlit Keyboard,Intel UHD Graphics,,,4.4,$357.50 
MSI,Pulse GL66,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,Anti Glare Coating,Integrated,,,4.5,"$1,465.80 "
LG,16Z90RS-K.AAW7U1,16 Inches,White,1 TB,Intel Core i7,16 GB,Windows 11 Home,,Integrated,,5 GHz,2.9,"$1,799.00 "
DELL,Inspiron,15.6 Inches,Black,1000 GB,Intel Core i7,32 GB,Windows 11,"Memory Card Slot, Numeric Keypad",Integrated,,,,$949.99 
HP,Chromebook,14 Inches,Mineral Silver,32 GB,Celeron N,4 GB,Chrome OS,Stereo Speakers,Integrated,,,4.5,$150.00 
LG,14Z90RS-K.ADW9U1,14 Inches,Dynamic White,1 TB,Intel Core i7,32 GB,Windows 11 Home,,Integrated,,5 GHz,4.2,"$1,796.99 "
MSI,Pulse 15 B13VGK-1262US,15.6 Inches,Black,1 TB,Core i7,32 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 4070,,,"$1,697.23 "
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 
Dell,Alienware m15 R5 Ryzen Edition Laptop,15.6 Inches,Dark Side of the Moon,512 GB,AMD Ryzen 7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3060,,,4,"$1,497.99 "
ASUS,Vivobook S 14 Flip OLED,14 Inches,Blue,1 TB,Ryzen 7 5800H,16 GB,Windows 11 Home,"HD Audio, Fingerprint Reader, Backlit Keyboard, Support Stylus",Integrated,,,4.1,"$1,099.99 "
HP,HP Victus,15.6 Inches,Mica Silver,512 GB,Ryzen 5,16 GB,Windows 11 Home,"144Hz Refresh Rate, Backlit Keyboard",GeForce RTX 2050,,,3.4,$699.00 
HP,HP,14 Inches,Ash Gray,64 GB,Celeron,4 GB,Chrome OS,Numeric Keypad,Integrated,,,4.1,$239.00 
Microsoft,Surface Laptop 4,13.5 Inches,,512 GB,Core i7,16 GB,Windows 10 Pro,Backlit Keyboard,Integrated,Intel Iris Xe Graphics,,5,"$1,198.99 "
Lenovo,,14 Inches,,512 GB,Core i5,16 GB,Windows 11 Home,"Backlit Keyboard,Fingerprint Reader,Stylus Pen",Integrated,Intel Iris Xe Graphics,1.3 GHz,3.8,$689.00 
Dell,Latitude 7000,13.3 Inches,,512 GB,Core i5,16 GB,Windows 11,"Anti-reflection, Anti-smudge, Anti-glare Screen",Iris Xe Graphics,Intel Iris Xe Graphics,,4.6,"$1,680.56 "
Apple,MacBook Pro,13.3 Inches,Space Gray,,,16 GB,Mac OS,,Integrated,,,4.7,$911.00 
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
ASUS,Asus,14 Inches,Black,64 GB,Celeron,4 GB,Windows 10,Stereo Speakers,Integrated,,,4.2,$129.99 
acer,SFX14-51G-71Y1,14 Inches,Green,512 GB,Intel Core i7,16 GB,Windows 11 Home,Backlit Keyboard,Dedicated,,,4.2,$886.37 
SAMSUNG,XE530QDA-KB1US,13.3 Inches,Mercury Grey,,Core i3,16 GB,Chrome OS,,Integrated,Intel UHD Graphics,2.1 GHz,4.4,$729.00 
HP,Elitebook 840 G3,14 Inches,Silver,256 GB,Athlon,8 GB,Windows 10 Pro,Speakers,Integrated,,,4,$159.99 
HP,HP Pavilion,15.6 Inches,Horizon Blue,1 TB,AMD Ryzen 7,32 GB,Windows 11,,AMD Radeon Graphics,AMD Radeon Graphics,,4.1,$732.00 
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Lenovo,Lenovo Ideapad 3,15.6 Inches,Platinum Grey,128 GB,Celeron N4000,4 GB,Windows 10 Home,HD,Integrated,,,4.1,$185.95 
acer,CB314-1H-C884,14 Inches,Blue,64 GB,Celeron N,4 GB,Chrome OS,,Integrated,Intel,,4.4,$204.00 
acer,A517-52-75N6,17.3 Inches,Silver,512 GB,Intel Core i7,16 GB,Windows,Fingerprint Reader,Integrated,,,4,$699.99 
Lenovo,Ideapad 3i,15.6 Inches,Gray,512 GB,Intel Core i5-1135G7,8 GB,Windows 11,HD,Integrated,,,,$485.00 
Dell,Latitude,15.6 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,Information Not Available,Integrated,,,,"$1,499.99 "
ASUS,TP470EA-AS34T,14 Inches,Indie Black,128 GB,Core i3,4 GB,Windows 10 S,Fingerprint Reader,Integrated,,,4.3,$460.48 
LG,LG Gram,17 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics eligible Integrated,3.7 GHz,,"$1,199.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Lenovo,,16 Inches,,1 TB,Intel Core i7,16 GB,Windows 11 Home,"Backlit Keyboard,Fingerprint",Integrated,Intel Iris Xe Graphics,4.7 GHz,4.8,$849.00 
Lenovo,ideapad,14 Inches,Gray,64 GB,Celeron N4020,4 GB,Windows 11,,Integrated,Intel,,4.2,$220.69 
acer,AN16-41-R1WE,16 Inches,Black,512 GB,AMD Ryzen 7,16 GB,Windows 11 Home,"Backlit Keyboard, Memory Card Slot",Dedicated,,,5,"$1,241.46 "
Lenovo,ideapad3i-14-i5,14 Inches,Platinum Gray,512 GB,Core i5-10210U,8 GB,Windows 11 Home,Narrow Bezel,Integrated,,,4.2,$443.00 
HP,"2023 Newest HP 14"" Chromebook",14 Inches,Modern Gray,64 GB,Celeron N,4 GB,Chrome OS,,Integrated,Intel UHD Graphics 600,,4.2,$225.00 
Panasonic,Panasonic Toughbook,14 Inches,Silver/Black,1 TB,Core i5,16 GB,Windows 10,"Spill-resistant,Stereo",Integrated,,,3.6,$655.96 
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Dell,Inspiron,15.6 Inches,,1 TB,Core i5,32 GB,Windows 11 Pro,,Integrated,Intel UHD Graphics,2.4 GHz,5,$689.65 
ASUS,"17.3"" Chromebook",17.3 Inches,Transparent Silver,64 GB,Pentium Other,4 GB,Chrome OS,"Chiclet Keyboard, 1.5mm Key-travel , camera",Integrated,,,4,$246.00 
Lenovo,Slim 7 82VB,16 Inches,Storm Grey,4 TB,Core i7 Family,32 GB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Memory Card Slot, Numeric Keypad",Dedicated,,,,"$1,949.00 "
HP,EliteBook 655 G9,15.6 Inches,,512 GB,Ryzen 5,16 GB,Windows 10 Pro,Anti-glare Screen,Radeon Graphics,AMD Radeon Graphics,,5,"$1,137.02 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
ASUS,CXB170CK,17.3 Inches,Silver,64 GB,Celeron,4 GB,Chrome OS,Anti-glare,Integrated,,,4.5,$247.36 
acer,AN515-58-725A,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,Anti Glare Coating,Dedicated,,,4.6,"$1,199.00 "
acer,Acer Aspire 3,15.6 Inches,Blue,512 GB,Ryzen 5,8 GB,Windows 11 Home,,Integrated,AMD Radeon,,4.3,$450.00 
ASUS,S5402ZA-IS74,14.5 Inches,,512 GB,Core i7,12 GB,Windows 11 Home,Anti-glare,Integrated,,2.3 GHz,3.8,$689.49 
ASUS,Rog Strix Scar G533Z,15.6 Inches,Off Black,4 TB,Intel Core i9,64 GB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,"$2,819.00 "
ASUS,VivoBook S15,15.6 Inches,Indie Black,512 GB,Intel Core i7-1165G7,16 GB,Windows 11,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot, Anti Glare Coating",Integrated,,,5,$901.56 
ASUS,VivoBook Pro 16,16 Inches,Quiet Blue,512 GB,Core i9,16 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4060,,4,"$1,399.99 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
ASUS,ASUS Chromebook Flip CX3,14 Inches,AI Blue,512 GB,Intel Core i7,16 GB,Chrome OS,"Backlit Keyboard,Stylus",Integrated,,,3.9,$979.99 
ASUS,VivoBook Pro 15,15.6 Inches,Blue,512 GB,Intel Core i7,16 GB,Windows 11 Home,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Dedicated,,,5,"$1,259.99 "
SAMSUNG,Galaxy Book Go,14 Inches,Silver,128 GB,Snapdragon,4 GB,Windows 11 Home,Anti Glare Coating,Integrated,,,4.3,$345.00 
MSI,Summit E16Flip A13VFT-060US,16 Inches,Ink Black,2 TB,Core i7,32 GB,Windows 11 Pro,Pen,Dedicated,,,,"$2,198.99 "
Panasonic,CF-31 MK5,13.1 Inches,Silver/Black,240 GB,Core i5 5300U,8 GB,Windows 10,Anti-glare,Integrated,,,4.1,$420.00 
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Dell,Latitude 5000,14 Inches,Gray,512 GB,Core i7,16 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,4.8,"$1,658.99 "
Toughbook,Panasonic Toughbook,13.1 Inches,Silver,256 GB,Core i5 7200U,16 GB,Windows 10 Pro,Backlit Keyboard,Integrated,,,4.8,"$1,550.99 "
HP,HP ProBook,11.6 Inches,,128 GB,Celeron,4 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics 600,,4.1,$245.00 
ASUS,VivoBook Pro 16,16 Inches,Quiet Blue,1 TB,Core i9,16 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4060,,3,"$1,646.99 "
Dell,Latitude,15.6 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,Anti-glare Screen,Integrated,Intel,,,"$1,109.18 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Lenovo,"Lenovo Ideapad 1 (14"", intel)",14 Inches,Ice Blue,64 GB,Celeron N4020,4 GB,Windows 11,Anti-glare Screen,Integrated,,,4.2,$195.00 
HP,1A1L3UA,15.6 Inches,,1 TB,Ryzen 3 3250U,4 GB,Windows 10 Home,HD Audio,Integrated,AMD Radeon Graphics,,3.8,$269.00 
Dell,Latitude 5530 Laptop,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,Backlit Keyboard,Integrated,,,5,"$1,349.99 "
Dell,Latitude 3000,14 Inches,Black,256 GB,Core i5 Family,8 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,3.9,$835.85 
ASUS,ASUS Chromebook,12 Inches,Mineral Gray,32 GB,MediaTek MT8183,4 GB,Chrome OS,,Integrated,Mali-G72 MP3,,4.2,$278.97 
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Dell,XPS 15 9520,15.6 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3050,,4.8,"$1,576.57 "
Dell,Precision 7000,16 Inches,,512 GB,Core i7,32 GB,Windows 11 Pro,Anti-glare Screen,RTX A1000,NVIDIA RTX A1000,,,"$2,549.00 "
Gigabyte,AORUS 17X AZF-C5US665SP,17 Inches,Black,2 TB,Core i9,32 GB,Windows 11 Pro,Backlit Keyboard,Dedicated,,,5,"$3,499.99 "
HP,,14 Inches,Gold,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,2.4 GHz,3.3,$729.99 
Lenovo,"Lenovo Ideapad Gaming 3i 15""",15.6 Inches,Gray,512 GB,Core i7,8 GB,Windows 11 Home,Anti Glare Coating,Dedicated,,,4.3,$934.00 
acer,Acer 315,15.6 Inches,Pure Silver,64 GB,1.2GHz Cortex A8 Processor,4 GB,Chrome OS,,Integrated,Intel UHD Graphics 600,,4.3,$129.99 
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Lenovo,,13.3 Inches,Gray,64 GB,Others,4 GB,Chrome OS,Stylus,Integrated,Integrated Card,,4.2,$469.99 
acer,Nitro 5,17.3 Inches,RGB Backlit,2 TB,Core i5,32 GB,Windows 11 Home,Backlit Kb,Dedicated,,,4.5,"$1,259.00 "
ASUS,Rog Strix Scar G533Z,15.6 Inches,Off Black,1 TB,Intel Core i9,32 GB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,"$2,299.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Dell,Latitude Rugged 5430 Laptop,14 Inches,Silver,1000 GB,Core i5,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,"$2,023.03 "
